barra,tension_kv,zona_geografica,contexto_topologico,tipo_contexto,rol_evidencia,resumen_contexto,estres_nodal,prioridad_operativa,prioridad_operativa_p90,ranking_estres_nodal,ranking_prioridad_operativa,score_revision,prioridad,robustez,dependencia_criterio,score_estabilidad,meses_top20_mensual,share_top20_mensual,zona_mensual,lectura_zona_mensual,soporte_evidencia,driver_principal,persistencia,meses_prioridad,meses_seguimiento,meses_score,cobertura_analitica,meses_fuente_coes,meses_observados,nota_cobertura,primer_mes,ultimo_mes,estado_publicacion,accion_recomendada,limite_interpretacion
CHILCA500,500.0,Contexto geográfico pendiente de validación pública,LT CHILCA-PLANICIE,línea/corredor de transmisión,"Línea, terminal o corredor","LT CHILCA-PLANICIE a 500.0 kV se interpreta como contexto de línea, terminal o corredor. Sirve para orientar revisión topológica y ubicar qué tramo de red debe contrastarse con industria, contrato y confiabilidad.",33.52,31.11,41.97,161,162,33.67,Monitorear,Alta dependencia,Alta dependencia,33.20619479899571,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
SAN JUAN 220,220.0,Contexto geográfico pendiente de validación pública,SAN JUAN,Subestación de transmisión,Subestación o activo oficial,"SAN JUAN a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",34.66,31.28,45.28,158,160,33.65,Monitorear,Alta dependencia,Alta dependencia,33.98406249111689,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CONDORCOCHA 138,138.0,Contexto geográfico pendiente de validación pública,CONDORCOCHA,Subestación de transmisión,Subestación o activo oficial,"CONDORCOCHA a 138.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",30.03,26.67,48.5,177,176,33.6,Monitorear,Alta dependencia,Alta dependencia,29.2805276224673,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
ALTO PRADERAS 220,220.0,Contexto geográfico pendiente de validación pública,ALTO PRADERA,Subestación de transmisión,Alias COES cerrado con evidencia,ALTO PRADERA a 220.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,32.8,27.96,42.95,166,172,33.58,Monitorear,Alta dependencia,Alta dependencia,31.482041672027115,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,1,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
OLLEROS 500,500.0,Contexto geográfico pendiente de validación pública,OLLEROS 500,contexto topológico local,Alias COES cerrado con evidencia,Barra a 500.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,33.31,30.2,43.24,163,164,33.31,Monitorear,Alta dependencia,Alta dependencia,32.521268363208044,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
PACHACHACA 220,220.0,Contexto geográfico pendiente de validación pública,PACHACHACA,Subestación de transmisión,Subestación o activo oficial,"PACHACHACA a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",32.48,30.77,45.72,169,163,32.88,Monitorear,Alta dependencia,Alta dependencia,31.300720793652744,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
FENIX 500,500.0,Contexto geográfico pendiente de validación pública,FENIX 500,contexto topológico local,Alias COES cerrado con evidencia,Barra a 500.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,32.75,29.41,41.02,167,166,32.74,Monitorear,Alta dependencia,Alta dependencia,31.79483291652027,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CARIPA 138,138.0,Contexto geográfico pendiente de validación pública,CARIPA,Subestación de transmisión,Subestación o activo oficial,"CARIPA a 138.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",29.61,25.89,46.48,178,177,32.46,Monitorear,Alta dependencia,Alta dependencia,29.049046140985823,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
YAUPI 138,138.0,Contexto geográfico pendiente de validación pública,YAUPI,Subestación de transmisión,Subestación o activo oficial,"YAUPI a 138.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",28.7,24.16,46.09,185,180,32.08,Monitorear,Alta dependencia,Alta dependencia,28.451397861174133,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
YANANGO 220,220.0,Contexto geográfico pendiente de validación pública,YANANGO,Subestación de transmisión,Subestación o activo oficial,"YANANGO a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",31.42,28.28,44.29,172,170,31.89,Monitorear,Alta dependencia,Alta dependencia,29.948933814458904,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CALLAHUANCA 60,60.0,Contexto geográfico pendiente de validación pública,LT C.H. CARHUAC - S.E. CALLAHUANCA,línea/corredor de transmisión,"Línea, terminal o corredor","LT C.H. CARHUAC - S.E. CALLAHUANCA a 60.0 kV se interpreta como contexto de línea, terminal o corredor. Sirve para orientar revisión topológica y ubicar qué tramo de red debe contrastarse con industria, contrato y confiabilidad.",28.43,22.34,42.11,186,184,31.0,Monitorear,Alta dependencia,Alta dependencia,27.2040919617866,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,1,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
MOYOPAMPA 60,60.0,Contexto geográfico pendiente de validación pública,MOYOPAMPA,Subestación de transmisión,Subestación o activo oficial,"MOYOPAMPA a 60.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",31.18,27.78,41.8,173,173,30.14,Monitorear,Alta dependencia,Alta dependencia,30.32361141934225,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
YAUPI13.8,13.8,Contexto geográfico pendiente de validación pública,YAUPI,Subestación de transmisión,"Barra local, industrial o generación","YAUPI a 13.8 kV se interpreta como barra local, industrial, de generación o media tensión. Su valor para el producto está en conectar la señal de estrés nodal y prioridad operativa con demanda, inyección local o exposición contractual específica.",27.76,21.92,42.79,189,186,29.96,Monitorear,Alta dependencia,Alta dependencia,26.95743690630213,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CH OROYA 50,50.0,Contexto geográfico pendiente de validación pública,CH OROYA 50,terminal de línea,"Línea, terminal o corredor","Barra a 50.0 kV se interpreta como contexto de línea, terminal o corredor. Sirve para orientar revisión topológica y ubicar qué tramo de red debe contrastarse con industria, contrato y confiabilidad.",28.88,24.61,40.3,181,178,29.85,Monitorear,Alta dependencia,Alta dependencia,27.734062491116884,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
LA VIRGEN 138,138.0,Contexto geográfico pendiente de validación pública,LT S.E.LA VÍRGEN - S.E. CARIPA,línea/corredor de transmisión,"Línea, terminal o corredor","LT S.E.LA VÍRGEN - S.E. CARIPA a 138.0 kV se interpreta como contexto de línea, terminal o corredor. Sirve para orientar revisión topológica y ubicar qué tramo de red debe contrastarse con industria, contrato y confiabilidad.",27.16,21.84,41.76,191,187,28.93,Monitorear,Alta dependencia,Alta dependencia,26.409177115868964,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CORACORA 60,60.0,Contexto geográfico pendiente de validación pública,CORACORA,Subestación de transmisión,Subestación o activo oficial,"CORACORA a 60.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",17.82,20.2,44.15,197,191,28.72,Información por completar,Alta dependencia,Alta dependencia,25.644870884666464,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Prima de estrés,Monitorear,0,0,4,Cobertura analitica limitada,36,4,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Evitar interpretación fuerte; mejorar contexto, cobertura o evidencia antes de priorizar.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
PLANTA CASA GRANDE 13.8,13.8,Contexto geográfico pendiente de validación pública,PLANTA CASA GRANDE 13.8,barra local o media tensión,"Barra local, industrial o generación","Barra a 13.8 kV se interpreta como barra local, industrial, de generación o media tensión. Su valor para el producto está en conectar la señal de estrés nodal y prioridad operativa con demanda, inyección local o exposición contractual específica.",84.45,33.33,33.33,1,148,28.33,Monitorear,Dependencia media,Dependencia media,73.58156851363863,1,1.0,Entrada puntual a zona mensual,Tuvo una entrada puntual a la zona ejecutiva; revisar el mes antes de extraer una conclusion general.,A,Nivel de precio,Monitorear,0,0,1,Cobertura analitica limitada,36,1,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
HUAYUCACHI 220,220.0,Contexto geográfico pendiente de validación pública,HUAYUCACHI,Subestación de transmisión,Subestación o activo oficial,"HUAYUCACHI a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",28.82,24.26,38.15,183,179,28.03,Monitorear,Alta dependencia,Alta dependencia,28.232962135648883,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
HUANCAVELICA 220,220.0,Contexto geográfico pendiente de validación pública,HUANCAVELICA,Subestación de transmisión,Subestación o activo oficial,"HUANCAVELICA a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",28.87,22.78,35.59,182,183,27.92,Monitorear,Alta dependencia,Alta dependencia,27.23022501995788,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
YARUCAYA 13.8,13.8,Contexto geográfico pendiente de validación pública,YARUCAYA,Subestación de transmisión,"Barra local, industrial o generación","YARUCAYA a 13.8 kV se interpreta como barra local, industrial, de generación o media tensión. Su valor para el producto está en conectar la señal de estrés nodal y prioridad operativa con demanda, inyección local o exposición contractual específica.",26.05,19.6,33.46,192,192,27.83,Monitorear,Alta dependencia,Alta dependencia,26.3506548015944,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,1,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
NAZCA 22.9,22.9,Contexto geográfico pendiente de validación pública,NAZCA 22.9,barra local o media tensión,"Barra local, industrial o generación","Barra a 22.9 kV se interpreta como barra local, industrial, de generación o media tensión. Su valor para el producto está en conectar la señal de estrés nodal y prioridad operativa con demanda, inyección local o exposición contractual específica.",17.61,19.01,42.84,198,194,27.7,Información por completar,Alta dependencia,Alta dependencia,25.18991128113556,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Prima de estrés,Monitorear,0,0,4,Cobertura analitica limitada,36,4,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Evitar interpretación fuerte; mejorar contexto, cobertura o evidencia antes de priorizar.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CHIMAY 220,220.0,Contexto geográfico pendiente de validación pública,CHIMAY,Subestación de transmisión,Subestación o activo oficial,"CHIMAY a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",28.94,23.72,38.66,180,181,27.58,Monitorear,Alta dependencia,Alta dependencia,27.836347985585107,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
SANTIAGO DE CAO 138,138.0,Contexto geográfico pendiente de validación pública,SANTIAGO DE CAO,Subestación de transmisión,Subestación o activo oficial,"SANTIAGO DE CAO a 138.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",71.24,31.85,31.85,15,158,27.08,Monitorear,Dependencia media,Dependencia media,70.61193264985694,1,1.0,Entrada puntual a zona mensual,Tuvo una entrada puntual a la zona ejecutiva; revisar el mes antes de extraer una conclusion general.,A,Prima de estrés,Monitorear,0,0,1,Cobertura analitica limitada,36,1,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
LLIPATA 60,60.0,Contexto geográfico pendiente de validación pública,PALPA (LLIPATA),Subestación de transmisión,Alias COES cerrado con evidencia,PALPA (LLIPATA) a 60.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,17.44,17.47,41.56,199,197,26.63,Información por completar,Alta dependencia,Alta dependencia,24.76877583017389,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Prima de estrés,Monitorear,0,0,4,Cobertura analitica limitada,36,4,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Evitar interpretación fuerte; mejorar contexto, cobertura o evidencia antes de priorizar.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CHILCA UNO 220,220.0,Contexto geográfico pendiente de validación pública,CHILCA 1,Subestación de transmisión,Alias COES cerrado con evidencia,CHILCA 1 a 220.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,29.35,23.2,35.94,179,182,26.24,Monitorear,Alta dependencia,Alta dependencia,28.700809266609262,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CERRO DEL AGUILA 220,220.0,Contexto geográfico pendiente de validación pública,CERRO DEL AGUILA,Subestación de transmisión,Subestación o activo oficial,"CERRO DEL AGUILA a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",27.9,21.59,36.72,188,188,25.4,Monitorear,Alta dependencia,Alta dependencia,25.867315447976345,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
LAS FLORES 220,220.0,Contexto geográfico pendiente de validación pública,LAS FLORES,Subestación de transmisión,Subestación o activo oficial,"LAS FLORES a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",28.74,22.07,35.01,184,185,25.13,Monitorear,Alta dependencia,Alta dependencia,27.801097446644828,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CHILCA DOS 13.8,13.8,Contexto geográfico pendiente de validación pública,CHILCA DOS 13.8,barra local o media tensión,"Barra local, industrial o generación","Barra a 13.8 kV se interpreta como barra local, industrial, de generación o media tensión. Su valor para el producto está en conectar la señal de estrés nodal y prioridad operativa con demanda, inyección local o exposición contractual específica.",28.11,20.86,34.76,187,190,24.13,Monitorear,Alta dependencia,Alta dependencia,26.56590453139003,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
